"Julian Day","Chamber Number","Measurement Duration (s)","        Mean CO2 (ppm)","        Mean CH4 (ppm)","        Mean N2O (ppm)","        Mean NH3 (ppm)","        Mean H2O (ppm)","     Chem Detect (0/1)","   Cav. Pressure (kPa)","Cav. Temperature (K)","   Water Content (fraction)","Chamber Temperature (K)","Chamber Pressure (kPa)","    Flux CO2 (L) (umol/m^2/s)","    Flux CO2 (E) (umol/m^2/s)","    Flux CH4 (L) (nmol/m^2/s)","    Flux CH4 (E) (nmol/m^2/s)","    Flux N2O (L) (nmol/m^2/s)","    Flux N2O (E) (nmol/m^2/s)","    Flux NH3 (L) (umol/m^2/s)","    Flux NH3 (E) (umol/m^2/s)","  e_Flux CO2 (L) (umol/m^2/s)","  e_Flux CO2 (E) (umol/m^2/s)","  e_Flux CH4 (L) (nmol/m^2/s)","  e_Flux CH4 (E) (nmol/m^2/s)","  e_Flux N2O (L) (nmol/m^2/s)","  e_Flux N2O (E) (nmol/m^2/s)","  e_Flux NH3 (L) (umol/m^2/s)","  e_Flux NH3 (E) (umol/m^2/s)","Metadata"
43.226530,4,291,3140.03795662,7.02529456,2.38474131,5002.39283686,1.05855246,0.00000000,18.66525269,318.15001414,0.01001103,282.47834292,97.33000000,228.41865604,229.42443200,415.61010969,417.67027605,178.23779096,178.67874557,79.08471269,79.23622589,2.53063899,0.67135952,5.34516252,465.52988596,2.91374619,424.03512962,2.41383856,0.98847282,"Measurement #0264  from Forerunner Autochamber # 4"
43.230581,5,291,1367.99527758,8.83447334,0.51744509,4247.92553721,1.17531270,0.00000000,18.66518656,318.14992028,0.01097536,282.75308104,97.25000000,58.13411804,100.25757591,510.03640770,731.53865521,9.06864553,30.10687092,125.11972411,151.80694117,0.17492343,0.59002535,1.29691611,942.51601156,0.05268616,363.21527855,0.50643261,4.17600845,"Measurement #0265  from Forerunner Autochamber # 5"
43.262886,1,292,3051.55503174,30.81478076,0.92965399,260.59375998,1.05626628,1.00000000,18.66645537,318.15004329,0.01101332,283.10173386,97.53000000,256.77838319,286.03715408,3109.84790962,3786.57426589,60.47371235,68.50625235,-6.19180223,-41.85028656,0.97714817,2.36547539,11.85129983,1000.16062320,0.27014680,2412.27297358,0.17138181,0.36068954,"Measurement #0266  from Forerunner Autochamber # 1"
43.266901,2,289,2548.13072123,17.93734766,0.69460379,301.11928170,1.23520789,0.00000000,18.66576053,318.15030830,0.01127528,282.31991608,95.71000000,148.78053891,234.98201147,1213.08814882,2023.81669541,26.32147961,36.00551521,-4.98356312,-11.38356696,1.05067378,0.19107288,8.87507033,169.99631257,0.15500797,251.84668137,0.03622463,0.01020587,"Measurement #0267  from Forerunner Autochamber # 2"
43.270946,3,288,2634.87940359,33.77159007,1.45182127,459.27696655,1.21245451,1.00000000,18.66521171,318.14979386,0.01141973,282.20040014,97.66000000,456.59505974,457.44976446,8504.75020539,8535.24728875,211.96332017,212.21248538,-3.38462023,-3.81351439,8.07971637,0.71180800,129.18209615,467.19309567,4.74499501,578.64456796,0.02499545,0.66567202,"Measurement #0268  from Forerunner Autochamber # 3"
43.275000,4,289,3057.51179959,7.07764590,2.19776929,5550.74766186,1.02382724,0.00000000,18.66511036,318.14998429,0.00998069,282.31991608,97.17000000,210.39704263,210.91826488,428.43095074,430.05320657,159.05214701,159.19602674,128.03946682,128.69593436,1.37092623,0.11418312,2.24084812,309.58852902,1.89606077,944.40899707,1.22705417,0.57666764,"Measurement #0269  from Forerunner Autochamber # 4"
43.279050,5,285,1435.47048973,8.69833839,0.51268992,4915.57677841,1.12847203,0.00000000,18.66512601,318.14981543,0.01051423,282.20040014,97.28000000,59.37376008,129.31899805,451.52514403,927.34567788,7.99707038,28.11987792,98.99811785,137.66307011,0.87015959,0.37302326,6.13086416,400.15472907,0.23210909,329.58851510,1.45840233,0.50391250,"Measurement #0270  from Forerunner Autochamber # 5"
43.311375,1,289,3207.45054371,28.45648876,0.93259524,265.30664185,1.12673526,1.00000000,18.66631073,318.15047040,0.01150386,283.48326138,97.69000000,231.57425491,249.15195144,2356.70699203,2647.14917893,51.01765036,54.50955655,-5.12466102,-41.69138475,1.03071869,8.47242233,10.63118249,2884.31268618,0.26280429,12345.67613535,0.20466623,0.32290613,"Measurement #0271  from Forerunner Autochamber # 1"
43.315415,2,288,2447.80307225,15.65382114,0.61955814,322.66531527,1.35532749,0.00000000,18.66563730,318.15074111,0.01231342,284.37494482,96.05000000,139.29475605,163.17688348,984.94978590,1245.37494727,18.87447370,20.32755821,-5.31871409,-12.24894209,0.58895164,1.06049435,5.91430647,733.34903236,0.09691266,4204.52086410,0.05989009,0.00744038,"Measurement #0272  from Forerunner Autochamber # 2"
43.319498,3,287,2723.33612478,35.81799776,1.57403219,478.48911687,1.34849592,1.00000000,18.66527055,318.15035109,0.01250199,283.52108238,97.80000000,439.02334254,440.68367947,8272.15895212,8296.49335873,230.56549397,231.02868043,-5.40313646,-5.80584316,5.42482030,0.24193915,86.60578098,597.65668053,3.35808555,429.68246419,0.02202056,0.91331752,"Measurement #0273  from Forerunner Autochamber # 3"
43.323518,4,287,2894.11070147,7.40273642,2.08262854,6939.40780630,1.18669338,0.00000000,18.66512841,318.15055797,0.01107080,283.82152557,97.54000000,172.98503685,173.79814581,391.40290226,394.56080784,134.47144634,134.72558441,135.83549407,170.35306235,1.69938024,0.76188328,3.18812740,490.01977839,1.59974515,1337.57503407,0.94396329,1.02160577,"Measurement #0274  from Forerunner Autochamber # 4"
43.327572,5,288,2191.19560248,14.86581569,0.61913179,4477.56425639,1.31805680,0.00000000,18.66518042,318.15058732,0.01181952,284.59280715,97.71000000,113.60139643,210.62264693,878.94411623,1762.00309824,17.78257245,56.36979553,9.25398778,9.24031038,0.56537687,0.44187999,4.95348588,405.79431057,0.14773574,217.81444008,0.90631517,0.73773350,"Measurement #0275  from Forerunner Autochamber # 5"
43.359861,1,284,3035.18456850,23.66391129,0.99273747,323.83574093,1.22317831,1.00000000,18.66634862,318.15163296,0.00749618,289.10229483,98.54000000,190.20891125,230.45936737,1582.48587572,2204.38753530,51.21883688,54.66524872,2.90291554,15.60770873,0.85034289,0.89492674,9.32863039,493.51365120,0.19234040,4832.15936968,0.11335219,0.26242166,"Measurement #0276  from Forerunner Autochamber # 1"
43.363934,2,288,4010.82946879,28.53220543,0.90064994,371.66667102,1.62801058,0.00000000,18.66573433,318.15185724,0.01496980,289.69689849,97.99000000,275.06011329,364.22530226,2151.64147716,2690.72293526,43.18672255,55.86638782,-6.07483620,-14.04625758,3.49048330,0.52161407,25.70495562,643.91380101,0.61869927,657.02115586,0.10539062,0.05956049,"Measurement #0277  from Forerunner Autochamber # 2"
43.368019,3,286,2609.68991325,33.76856905,1.78376155,1120.34416861,1.75642563,1.00000000,18.66539539,318.15083267,0.01624002,289.31201813,98.00000000,314.13820339,315.91896522,6013.04292127,6046.59992573,215.94598002,216.13476438,55.83647707,55.79629786,4.06669683,1.25549622,66.17042923,751.53112559,3.85021182,648.06186707,2.14931584,0.88988463,"Measurement #0278  from Forerunner Autochamber # 3"
43.372015,4,289,5389.58797565,10.27107214,3.31312613,8919.09695608,1.40150965,1.00000000,18.66510383,318.15108388,0.01402086,292.97132253,99.05000000,421.65376405,424.81946076,715.11516336,722.55645896,252.15648227,253.26853148,195.03055206,195.20164460,3.35434849,1.94879745,5.74903572,10241.68391679,2.07740429,469.41854725,0.50859958,1.04936931,"Measurement #0279  from Forerunner Autochamber # 4"
43.376065,5,288,3908.78900382,22.94574911,1.08852309,5593.39760626,1.56504838,1.00000000,18.66517956,318.15111153,0.01437275,291.51028010,99.85000000,260.00752655,354.00399867,1670.94702397,2158.09562828,45.26009478,87.46642589,-19.53818478,-19.50649761,0.43261582,1.34393544,2.60890417,1678.53353432,0.10158939,506.74352865,0.47165021,0.55496446,"Measurement #0280  from Forerunner Autochamber # 5"
43.408376,1,289,2472.85693487,9.24300094,0.81240594,926.20110307,1.37022100,0.00000000,18.66638477,318.15085143,0.00967569,291.59217207,98.82000000,125.95904663,167.41375984,432.97051347,520.83063185,27.73403930,41.86999489,-0.13443488,-0.13446839,0.96167014,0.75235415,3.47860055,1484.23299658,0.25585141,524.41290186,1.10189073,1.19488403,"Measurement #0281  from Forerunner Autochamber # 1"
43.412426,2,290,3571.59180012,25.48971460,0.77455464,489.61703725,2.12056310,0.00000000,18.66560261,318.15096942,0.01935251,291.20772681,98.68000000,249.99462763,346.21460310,1905.29554064,3094.14191132,34.66617387,51.06069852,-9.00650715,-21.62536395,3.45652053,1.22623642,30.19393122,758.42061897,0.50808972,1006.97992947,0.12103969,0.04253525,"Measurement #0282  from Forerunner Autochamber # 2"
43.416487,3,290,2581.70911269,36.13775349,1.75565464,2228.41273830,2.23135667,1.00000000,18.66548273,318.15069078,0.02051781,291.53760679,97.91000000,339.78332038,340.92761173,6596.08418242,6660.32527339,213.01042145,213.47319429,-52.35237043,-52.40078795,1.58316627,3.05832496,46.44135185,720.93767118,2.04769598,1142.08927187,1.37058429,0.14761209,"Measurement #0283  from Forerunner Autochamber # 3"
43.420509,4,289,5143.49333768,9.55045845,3.20607890,11743.08565960,1.76131321,1.00000000,18.66514347,318.15109477,0.01765214,293.35571263,98.43000000,376.81713003,379.42556703,646.34546159,658.56635672,228.83268235,230.35343098,370.25692742,448.34801625,4.90954732,0.27280255,7.83242675,1897.70893370,2.77979887,784.81272738,2.73820776,1.13986380,"Measurement #0284  from Forerunner Autochamber # 4"
